Source,Target,Weight,Type,FrontPage,StartTime,EndTime
n127,n176,59,Directed,1,490,1200
n127,n177,81,Directed,1,490,1200
n127,n189,43,Directed,2,490,1200
n127,n192,57,Directed,1,490,1200
n127,n193,62,Directed,2,490,1200
n127,n288,34,Directed,1,490,1200
n127,n293,30,Directed,2,490,1200
n127,n405,35,Directed,1,490,1200
n127,n516,42,Directed,1,490,1200
n127,n517,19,Directed,1,490,1200
n127,n530,119,Directed,2,490,1200
n127,n562,37,Directed,2,490,1200
n127,n609,93,Directed,1,490,1200
n127,n610,46,Directed,1,490,1200
n127,n612,21,Directed,2,490,1200
n127,n617,25,Directed,1,490,1200
n127,n618,37,Directed,1,490,1200
n127,n696,28,Directed,1,490,1200
n127,n700,30,Directed,1,490,1200
n127,n951,36,Directed,1,490,1200
n128,n1458,68,Directed,2,490,1200
n128,n158,24,Directed,2,490,1200
n128,n177,22,Directed,1,490,1200
n128,n189,54,Directed,2,490,1200
n128,n530,23,Directed,2,490,1200
n128,n609,18,Directed,1,490,1200
n1284,n1441,42,Directed,2,1190,1200
n129,n141,23,Directed,1,490,1200
n129,n188,23,Directed,1,490,1200
n129,n311,20,Directed,1,490,1200
n129,n452,24,Directed,0,490,1200
n1294,n1443,19,Directed,1,1190,1200
n1298,n1457,36,Directed,1,1190,1200
n1299,n1448,92,Directed,1,1190,1200
n13,n112,43,Directed,0,70,1200
n13,n113,23,Directed,1,70,1200
n13,n114,98,Directed,0,70,1200
n13,n116,77,Directed,0,70,1200
n13,n117,164,Directed,0,70,1200
n13,n14,195,Directed,0,60,1200
n13,n15,112,Directed,0,60,1200
n13,n166,100,Directed,0,70,1200
n13,n168,135,Directed,0,70,1200
n13,n230,18,Directed,0,70,1200
n13,n231,59,Directed,0,70,1200
n13,n258,19,Directed,0,70,1200
n13,n299,39,Directed,1,70,1200
n13,n300,20,Directed,0,70,1200
n13,n323,61,Directed,0,70,1200
n13,n331,181,Directed,0,70,1200
n13,n376,76,Directed,1,70,1200
n13,n377,43,Directed,0,70,1200
n13,n382,133,Directed,0,70,1200
n13,n428,23,Directed,0,70,1200
n13,n429,27,Directed,0,70,1200
n13,n526,23,Directed,0,70,1200
n13,n574,20,Directed,0,70,1200
n13,n634,32,Directed,0,70,1200
n13,n673,24,Directed,0,70,1200
n13,n679,20,Directed,0,70,1200
n13,n75,189,Directed,1,70,1200
n13,n76,27,Directed,1,70,1200
n13,n77,74,Directed,0,70,1200
n13,n856,22,Directed,0,70,1200
n13,n943,1,Directed,0,70,1200
n13,n977,19,Directed,0,70,1200
n130,n1042,19,Directed,1,500,1200
n130,n1108,32,Directed,1,500,1200
n130,n131,114,Directed,2,490,1200
n130,n132,136,Directed,2,490,1200
n130,n1327,20,Directed,1,500,1200
n130,n133,681,Directed,2,490,1200
n130,n134,41,Directed,1,490,1200
n130,n1437,379,Directed,2,500,1200
n130,n465,131,Directed,2,490,1200
n130,n466,56,Directed,2,500,1200
n130,n467,162,Directed,2,500,1200
n130,n485,48,Directed,2,500,1200
n130,n486,34,Directed,1,500,1200
n130,n487,37,Directed,2,500,1200
n130,n497,29,Directed,2,500,1200
n130,n498,87,Directed,2,500,1200
n130,n564,172,Directed,2,500,1200
n130,n625,223,Directed,2,500,1200
n130,n633,44,Directed,1,500,1200
n130,n709,60,Directed,1,500,1200
n130,n743,74,Directed,1,500,1200
n130,n753,56,Directed,2,500,1200
n130,n760,62,Directed,2,500,1200
n130,n761,51,Directed,2,500,1200
n130,n789,69,Directed,2,500,1200
n130,n795,31,Directed,1,500,1200
n130,n799,29,Directed,2,500,1200
n130,n805,35,Directed,1,500,1200
n130,n843,28,Directed,2,500,1200
n130,n848,36,Directed,1,500,1200
n130,n879,18,Directed,1,500,1200
n130,n903,33,Directed,2,500,1200
n130,n943,24,Directed,2,500,1200
n130,n984,35,Directed,2,500,1200
n1300,n1441,18,Directed,1,1190,1200
n1303,n1471,67,Directed,2,1190,1200
n1307,n626,1,Directed,0,1190,1200
n131,n1042,18,Directed,1,500,1200
n131,n132,69,Directed,2,500,1200
n131,n133,455,Directed,2,500,1200
n131,n465,82,Directed,2,500,1200
n131,n466,47,Directed,2,500,1200
n131,n467,89,Directed,2,500,1200
n131,n485,40,Directed,2,500,1200
n131,n497,21,Directed,2,500,1200
n131,n498,60,Directed,2,500,1200
n131,n564,123,Directed,2,500,1200
n131,n625,132,Directed,2,500,1200
n131,n743,31,Directed,1,500,1200
n131,n753,44,Directed,2,500,1200
n131,n760,32,Directed,2,500,1200
n131,n789,58,Directed,2,500,1200
n131,n799,25,Directed,2,500,1200
n131,n843,34,Directed,2,500,1200
n131,n903,32,Directed,2,500,1200
n1312,n1435,20,Directed,1,1190,1200
n132,n1108,26,Directed,1,510,1200
n132,n133,392,Directed,2,500,1200
n132,n1437,145,Directed,2,510,1200
n132,n465,78,Directed,2,500,1200
n132,n466,36,Directed,2,500,1200
n132,n467,63,Directed,2,500,1200
n132,n485,43,Directed,2,500,1200
n132,n487,24,Directed,2,500,1200
n132,n497,27,Directed,2,500,1200
n132,n498,43,Directed,2,500,1200
n132,n564,109,Directed,2,500,1200
n132,n625,131,Directed,2,500,1200
n132,n709,18,Directed,1,500,1200
n132,n743,38,Directed,1,500,1200
n132,n753,41,Directed,2,500,1200
n132,n760,39,Directed,2,500,1200
n132,n761,19,Directed,2,510,1200
n132,n789,49,Directed,2,510,1200
n132,n795,23,Directed,1,510,1200
n132,n843,21,Directed,2,510,1200
n132,n903,20,Directed,2,510,1200
n132,n984,39,Directed,2,510,1200
n133,n1001,18,Directed,1,510,1200
n133,n1042,64,Directed,1,510,1200
n133,n1100,21,Directed,1,510,1200
n133,n1101,37,Directed,1,510,1200
n133,n1104,24,Directed,1,510,1200
n133,n1108,53,Directed,1,510,1200
n133,n1144,51,Directed,2,510,1200
n133,n1235,27,Directed,1,510,1200
n133,n1327,49,Directed,1,510,1200
n133,n134,100,Directed,1,510,1200
n133,n1437,66,Directed,2,510,1200
n133,n1658,36,Directed,1,510,1200
n133,n214,34,Directed,2,510,1200
n133,n465,567,Directed,2,510,1200
n133,n466,233,Directed,2,510,1200
n133,n467,679,Directed,2,510,1200
n133,n485,203,Directed,2,510,1200
n133,n486,68,Directed,1,510,1200
n133,n487,131,Directed,2,510,1200
n133,n497,89,Directed,2,510,1200
n133,n498,317,Directed,2,510,1200
n133,n564,682,Directed,2,510,1200
n133,n60,1,Directed,0,510,1200
n133,n625,877,Directed,2,510,1200
n133,n626,39,Directed,1,510,1200
n133,n633,78,Directed,1,510,1200
n133,n709,120,Directed,1,510,1200
n133,n743,203,Directed,1,510,1200
n133,n753,255,Directed,2,510,1200
n133,n754,80,Directed,1,510,1200
n133,n760,268,Directed,2,510,1200
n133,n761,107,Directed,2,510,1200
n133,n763,43,Directed,1,510,1200
n133,n764,43,Directed,1,510,1200
n133,n768,22,Directed,1,510,1200
n133,n789,349,Directed,2,510,1200
n133,n795,75,Directed,1,510,1200
n133,n799,109,Directed,2,510,1200
n133,n805,133,Directed,1,510,1200
n133,n843,148,Directed,2,510,1200
n133,n848,74,Directed,1,510,1200
n133,n879,36,Directed,1,510,1200
n133,n903,147,Directed,2,510,1200
n133,n937,21,Directed,1,510,1200
n133,n943,82,Directed,2,510,1200
n133,n983,29,Directed,1,510,1200
n133,n984,73,Directed,2,510,1200
n133,n991,25,Directed,2,510,1200
n134,n465,19,Directed,1,510,1200
n134,n467,18,Directed,1,510,1200
n134,n498,23,Directed,1,510,1200
n134,n564,25,Directed,1,510,1200
n134,n625,24,Directed,1,510,1200
n134,n743,45,Directed,0,520,1200
n135,n137,23,Directed,2,520,1200
n135,n233,18,Directed,2,520,1200
n135,n302,19,Directed,2,520,1200
n135,n327,23,Directed,1,520,1200
n135,n395,18,Directed,2,520,1200
n1358,n1458,78,Directed,1,1190,1200
n136,n137,49,Directed,2,520,1200
n136,n138,32,Directed,1,520,1200
n136,n1436,57,Directed,2,520,800
n136,n233,48,Directed,2,520,1200
n136,n302,91,Directed,2,520,1200
n136,n303,21,Directed,1,520,1200
n136,n325,34,Directed,1,520,1200
n136,n326,34,Directed,2,520,800
n136,n327,56,Directed,1,520,800
n136,n418,18,Directed,1,520,800
n136,n438,22,Directed,1,520,800
n136,n440,39,Directed,2,520,800
n136,n556,44,Directed,1,520,800
n136,n567,45,Directed,2,520,800
n137,n138,42,Directed,1,520,800
n137,n233,69,Directed,2,520,800
n137,n302,98,Directed,2,520,800
n137,n303,22,Directed,1,520,800
n137,n325,49,Directed,1,520,800
n137,n326,41,Directed,2,520,800
n137,n327,51,Directed,1,520,800
n137,n395,22,Directed,2,520,800
n137,n413,21,Directed,1,520,800
n137,n415,26,Directed,1,520,800
n137,n418,45,Directed,1,520,800
n137,n438,47,Directed,1,520,800
n137,n440,38,Directed,2,520,800
n137,n495,31,Directed,2,520,800
n137,n556,43,Directed,1,520,800
n137,n567,50,Directed,2,520,800
n137,n603,20,Directed,1,520,800
n137,n635,23,Directed,2,520,800
n137,n697,18,Directed,1,520,800
n1372,n1444,24,Directed,2,1190,1200
n1375,n1457,20,Directed,1,1190,1200
n138,n1436,105,Directed,1,520,800
n138,n183,21,Directed,1,520,800
n138,n224,1,Directed,0,520,800
n138,n233,44,Directed,1,520,800
n138,n302,72,Directed,1,520,800
n138,n303,30,Directed,0,520,800
n138,n325,38,Directed,0,520,800
n138,n326,40,Directed,1,520,800
n138,n327,61,Directed,0,520,800
n138,n413,27,Directed,0,520,800
n138,n438,34,Directed,0,520,800
n138,n556,44,Directed,0,520,800
n138,n567,34,Directed,1,520,800
n138,n603,27,Directed,0,520,800
n1388,n32,1,Directed,0,1190,1200
n139,n1138,71,Directed,2,530,800
n139,n1182,25,Directed,1,530,800
n139,n141,220,Directed,2,520,800
n139,n1454,172,Directed,2,530,800
n139,n152,64,Directed,2,520,800
n139,n186,69,Directed,2,520,800
n139,n188,192,Directed,2,520,800
n139,n262,158,Directed,2,520,800
n139,n311,285,Directed,2,520,800
n139,n312,170,Directed,2,520,800
n139,n313,116,Directed,2,520,800
n139,n314,43,Directed,2,530,800
n139,n422,57,Directed,2,530,800
n139,n423,85,Directed,2,530,800
n139,n437,26,Directed,1,530,800
n139,n451,23,Directed,1,530,800
n139,n452,30,Directed,1,530,800
n139,n453,26,Directed,1,530,800
n139,n488,55,Directed,2,530,800
n139,n489,154,Directed,2,530,800
n139,n594,43,Directed,1,530,800
n139,n628,18,Directed,1,530,800
n139,n644,132,Directed,2,530,800
n139,n740,20,Directed,1,530,800
n139,n783,32,Directed,2,530,800
n139,n804,40,Directed,2,530,800
n139,n824,21,Directed,1,530,800
n139,n925,175,Directed,2,530,800
n139,n989,20,Directed,2,530,800
n1393,n1456,28,Directed,1,1190,1200
n1396,n1059,1,Directed,0,1190,1200
n1396,n1433,29,Directed,1,1190,1200
n14,n112,81,Directed,0,70,1200
n14,n113,20,Directed,1,70,1200
n14,n114,102,Directed,0,70,1200
n14,n116,130,Directed,0,70,625
n14,n117,196,Directed,0,70,625
n14,n15,149,Directed,0,70,1200
n14,n166,112,Directed,0,70,625
n14,n168,165,Directed,0,70,625
n14,n169,25,Directed,1,70,625
n14,n230,21,Directed,0,70,625
n14,n231,94,Directed,0,70,625
n14,n258,35,Directed,0,70,625
n14,n299,38,Directed,1,70,625
n14,n300,38,Directed,0,70,1200
n14,n323,71,Directed,0,70,1200
n14,n331,137,Directed,0,70,1200
n14,n376,76,Directed,1,70,1200
n14,n377,179,Directed,0,70,1200
n14,n382,138,Directed,0,70,1200
n14,n428,39,Directed,0,70,1200
n14,n429,31,Directed,0,70,1200
n14,n526,23,Directed,0,70,1200
n14,n574,79,Directed,0,70,1200
n14,n634,41,Directed,0,70,625
n14,n673,24,Directed,0,70,625
n14,n674,20,Directed,0,70,625
n14,n678,18,Directed,1,70,625
n14,n679,33,Directed,0,80,625
n14,n74,22,Directed,0,70,1200
n14,n75,219,Directed,1,70,1200
n14,n76,28,Directed,1,70,1200
n14,n77,161,Directed,0,70,1200
n14,n856,39,Directed,0,80,625
n1408,n1447,19,Directed,1,1190,1200
n141,n1138,35,Directed,2,530,800
n141,n1182,31,Directed,1,530,800
n141,n1238,18,Directed,2,530,800
n141,n1454,99,Directed,2,530,800
n141,n152,93,Directed,2,530,800
n141,n186,96,Directed,2,530,800
n141,n187,21,Directed,1,530,800
n141,n188,237,Directed,2,530,800
n141,n262,213,Directed,2,530,800
n141,n311,363,Directed,2,530,800
n141,n312,227,Directed,2,530,800
n141,n313,126,Directed,2,530,800
n141,n314,47,Directed,2,530,800
n141,n422,57,Directed,2,530,800
n141,n423,118,Directed,2,530,800
n141,n437,64,Directed,1,530,800
n141,n451,20,Directed,1,530,800
n141,n452,39,Directed,1,530,800
n141,n453,18,Directed,1,530,800
n141,n488,85,Directed,2,530,800
n141,n489,165,Directed,2,530,800
n141,n575,25,Directed,1,530,800
n141,n594,28,Directed,1,530,800
n141,n644,152,Directed,2,530,800
n141,n740,41,Directed,1,530,800
n141,n783,86,Directed,2,530,800
n141,n804,72,Directed,2,530,800
n141,n815,18,Directed,1,530,800
n141,n824,28,Directed,1,530,800
n141,n866,19,Directed,1,530,800
n141,n882,18,Directed,1,530,800
n141,n925,250,Directed,2,530,800
n141,n989,30,Directed,2,530,800
n1411,n1454,74,Directed,1,1190,1200
n1418,n1448,123,Directed,1,1190,1200
n142,n1447,186,Directed,2,540,800
n142,n211,402,Directed,2,530,800
n142,n212,19,Directed,1,530,800
n142,n291,57,Directed,1,530,800
n142,n294,38,Directed,1,530,800
n142,n317,22,Directed,1,530,800
n142,n372,76,Directed,1,530,800
n142,n386,51,Directed,1,530,800
n142,n404,51,Directed,2,540,800
n142,n407,55,Directed,2,540,800
n142,n408,76,Directed,1,540,800
n142,n468,19,Directed,1,540,800
n142,n501,21,Directed,1,540,800
n142,n524,21,Directed,1,540,800
n142,n624,53,Directed,1,540,800
n142,n751,28,Directed,2,540,800
n142,n842,25,Directed,1,540,800
n1423,n1471,70,Directed,1,1190,1200
n1428,n1444,29,Directed,1,1190,1200
n1429,n1187,1,Directed,0,1190,1200
n1429,n1444,73,Directed,1,1190,1200
n143,n1098,26,Directed,1,540,800
n143,n145,19,Directed,0,540,800
n143,n236,52,Directed,1,540,800
n143,n591,19,Directed,0,540,800
n143,n592,32,Directed,1,540,800
n143,n593,25,Directed,1,540,800
n1432,n1474,22,Directed,2,1190,1200
n1433,n1504,20,Directed,1,1190,1200
n1433,n1505,40,Directed,2,1190,1200
n1433,n1525,32,Directed,1,1190,1200
n1433,n1540,55,Directed,1,1190,1200
n1433,n1542,26,Directed,1,1190,1200
n1433,n365,1,Directed,0,1190,1200
n1433,n531,1,Directed,0,1190,1200
n1435,n1437,19,Directed,2,1190,1200
n1435,n1455,32,Directed,1,1190,1200
n1435,n1462,97,Directed,1,1190,1200
n1435,n1463,19,Directed,1,1190,1200
n1435,n1464,54,Directed,1,1190,1200
n1435,n1507,35,Directed,2,1190,1200
n1435,n1570,32,Directed,2,1190,1200
n1435,n1582,22,Directed,1,1190,1200
n1435,n1591,36,Directed,2,1190,1200
n1436,n1485,67,Directed,1,1190,1200
n1436,n1499,29,Directed,1,1190,1200
n1436,n1506,49,Directed,1,1190,1200
n1436,n1526,33,Directed,1,1190,1200
n1436,n1554,71,Directed,1,1190,1200
n1437,n114,1,Directed,0,1190,1200
n1437,n12,1,Directed,0,1190,1200
n1437,n1448,25,Directed,2,1190,1200
n1437,n1450,24,Directed,1,1190,1200
n1437,n1610,20,Directed,2,1190,1200
n1437,n1612,41,Directed,2,1190,1200
n1437,n1641,38,Directed,2,1190,1200
n1437,n1659,28,Directed,1,1190,1200
n1439,n1433,1,Directed,0,1190,1200
n1439,n1584,44,Directed,1,1190,1200
n1439,n1586,31,Directed,2,1190,1200
n1439,n1640,20,Directed,1,1190,1200
n1439,n1734,20,Directed,1,1190,1200
n1441,n1442,23,Directed,1,1190,1200
n1441,n1502,32,Directed,1,1190,1200
n1441,n1660,30,Directed,2,1190,1200
n1441,n1754,21,Directed,1,1190,1200
n1443,n1535,32,Directed,1,1190,1200
n1443,n1651,25,Directed,1,1190,1200
n1444,n1445,32,Directed,2,1190,1200
n1444,n1532,32,Directed,1,1190,1200
n1445,n569,1,Directed,0,1190,1200
n1447,n1470,53,Directed,1,1190,1200
n1447,n1511,87,Directed,2,1190,1200
n1447,n1515,31,Directed,1,1190,1200
n1447,n1536,56,Directed,1,1190,1200
n1447,n208,1,Directed,0,1190,1200
n1448,n1468,48,Directed,1,1190,1200
n1448,n1498,61,Directed,1,1190,1200
n1448,n1509,44,Directed,1,1190,1200
n1448,n1514,18,Directed,1,1190,1200
n1448,n1557,86,Directed,1,1190,1200
n145,n1457,26,Directed,1,540,800
n145,n146,19,Directed,0,540,800
n145,n236,23,Directed,1,540,800
n145,n591,28,Directed,0,540,800
n145,n592,28,Directed,1,540,800
n1450,n679,1,Directed,0,1190,1200
n1454,n1476,68,Directed,2,1190,1200
n1454,n1500,30,Directed,1,1190,1200
n1454,n1559,59,Directed,2,1190,1200
n1454,n1621,60,Directed,2,1190,1200
n1454,n1632,22,Directed,1,1190,1200
n1454,n1633,29,Directed,1,1190,1200
n1456,n1480,35,Directed,2,1190,1200
n1456,n1568,35,Directed,1,1190,1200
n1456,n1626,32,Directed,2,1190,1200
n1456,n1656,19,Directed,2,1190,1200
n1456,n1667,20,Directed,2,1190,1200
n1456,n6,1,Directed,0,1190,1200
n1457,n1522,32,Directed,1,1190,1200
n1457,n1543,47,Directed,1,1190,1200
n1457,n1565,21,Directed,1,1190,1200
n1457,n1739,21,Directed,2,1190,1200
n1457,n25,1,Directed,0,1190,1200
n1457,n435,1,Directed,0,1190,1200
n1458,n1489,38,Directed,1,1190,1200
n1458,n1490,24,Directed,1,1190,1200
n1458,n1491,65,Directed,1,1190,1200
n1458,n1519,24,Directed,2,1190,1200
n1458,n1530,21,Directed,1,1190,1200
n1458,n1639,45,Directed,2,1190,1200
n1459,n1503,49,Directed,1,1190,1200
n1459,n1528,28,Directed,1,1190,1200
n1459,n1595,43,Directed,2,1190,1200
n146,n1098,24,Directed,1,540,800
n146,n1457,55,Directed,1,540,800
n146,n235,20,Directed,0,540,800
n146,n591,19,Directed,0,540,800
n146,n592,40,Directed,1,540,800
n147,n148,52,Directed,0,540,800
n147,n150,25,Directed,0,540,800
n147,n456,24,Directed,0,540,800
n147,n483,33,Directed,0,540,800
n147,n534,18,Directed,0,540,800
n147,n650,23,Directed,0,540,800
n147,n686,20,Directed,0,540,800
n1471,n1501,31,Directed,1,1190,1200
n1471,n1608,24,Directed,1,1190,1200
n1471,n1653,26,Directed,1,1190,1200
n1471,n1655,38,Directed,2,1190,1200
n1471,n1741,24,Directed,2,1190,1200
n1474,n1548,22,Directed,2,1190,1200
n1474,n1563,18,Directed,1,1190,1200
n1474,n1575,23,Directed,1,1190,1200
n148,n1166,18,Directed,0,550,825
n148,n1443,30,Directed,1,550,825
n148,n149,19,Directed,1,540,800
n148,n150,57,Directed,0,540,800
n148,n151,22,Directed,0,540,800
n148,n161,33,Directed,0,540,800
n148,n162,67,Directed,1,540,800
n148,n163,37,Directed,1,540,800
n148,n456,96,Directed,0,540,800
n148,n482,55,Directed,0,540,800
n148,n483,110,Directed,0,540,800
n148,n531,18,Directed,1,540,800
n148,n532,45,Directed,1,540,800
n148,n533,28,Directed,0,540,800
n148,n534,46,Directed,0,540,800
n148,n535,35,Directed,1,540,800
n148,n536,64,Directed,0,540,800
n148,n537,33,Directed,1,540,800
n148,n538,21,Directed,1,540,825
n148,n539,21,Directed,1,540,825
n148,n649,21,Directed,0,540,825
n148,n650,80,Directed,0,540,825
n148,n684,21,Directed,0,540,825
n148,n686,117,Directed,0,540,825
n148,n692,58,Directed,0,540,825
n148,n701,49,Directed,0,540,825
n148,n702,21,Directed,1,540,825
n148,n703,21,Directed,0,540,825
n148,n704,24,Directed,0,540,825
n148,n705,22,Directed,0,540,825
n148,n821,41,Directed,0,550,825
n148,n823,62,Directed,0,550,825
n148,n841,26,Directed,0,550,825
n148,n901,27,Directed,0,550,825
n148,n920,27,Directed,1,550,825
n148,n976,44,Directed,0,550,825
n149,n823,19,Directed,1,550,825
n15,n112,23,Directed,0,80,625
n15,n114,38,Directed,0,80,625
n15,n116,45,Directed,0,80,625
n15,n117,99,Directed,0,80,625
n15,n166,79,Directed,0,80,625
n15,n168,73,Directed,0,80,625
n15,n231,30,Directed,0,80,625
n15,n299,20,Directed,1,80,625
n15,n323,24,Directed,0,80,625
n15,n331,47,Directed,0,80,625
n15,n376,36,Directed,1,80,625
n15,n377,21,Directed,0,80,625
n15,n382,64,Directed,0,80,625
n15,n428,21,Directed,0,80,625
n15,n75,127,Directed,1,80,625
n15,n77,48,Directed,0,80,625
n150,n1443,57,Directed,1,550,825
n150,n162,28,Directed,1,550,825
n150,n163,22,Directed,1,550,825
n150,n483,38,Directed,0,550,825
n150,n532,18,Directed,1,550,825
n150,n536,29,Directed,0,550,825
n150,n537,19,Directed,1,550,825
n150,n650,35,Directed,0,550,825
n150,n686,24,Directed,0,550,825
n150,n692,24,Directed,0,550,825
n150,n823,20,Directed,0,550,825
n1515,n816,1,Directed,1,1190,1200
n152,n186,24,Directed,2,550,825
n152,n188,41,Directed,2,550,825
n152,n262,54,Directed,2,550,825
n152,n311,58,Directed,2,550,825
n152,n312,45,Directed,2,550,825
n152,n313,36,Directed,2,550,825
n152,n423,24,Directed,2,550,825
n152,n437,23,Directed,1,550,825
n152,n488,23,Directed,2,550,825
n152,n489,54,Directed,2,550,825
n152,n644,38,Directed,2,550,825
n152,n783,22,Directed,2,550,825
n152,n925,61,Directed,2,550,825
n153,n1003,47,Directed,2,560,825
n153,n1012,50,Directed,2,560,825
n153,n1013,35,Directed,1,560,825
n153,n1022,25,Directed,1,560,825
n153,n1084,60,Directed,2,560,825
n153,n1227,81,Directed,2,560,825
n153,n1444,226,Directed,2,560,825
n153,n154,177,Directed,2,550,825
n153,n155,158,Directed,2,550,825
n153,n224,222,Directed,2,550,825
n153,n225,72,Directed,1,550,825
n153,n227,200,Directed,2,550,825
n153,n228,352,Directed,2,550,825
n153,n321,341,Directed,2,550,825
n153,n322,209,Directed,2,550,825
n153,n329,45,Directed,1,550,825
n153,n394,49,Directed,1,550,825
n153,n406,114,Directed,1,550,825
n153,n457,383,Directed,2,550,825
n153,n459,37,Directed,1,550,825
n153,n460,55,Directed,1,550,825
n153,n461,18,Directed,1,550,825
n153,n462,35,Directed,1,550,825
n153,n475,49,Directed,1,550,825
n153,n477,139,Directed,2,550,825
n153,n478,49,Directed,1,550,825
n153,n479,210,Directed,2,550,825
n153,n613,56,Directed,1,550,825
n153,n614,40,Directed,1,550,825
n153,n657,34,Directed,1,550,825
n153,n660,201,Directed,2,550,825
n153,n707,88,Directed,1,550,825
n153,n738,26,Directed,1,550,825
n153,n739,358,Directed,2,550,825
n153,n746,58,Directed,1,550,825
n153,n802,68,Directed,2,560,825
n153,n857,29,Directed,1,560,825
n153,n878,571,Directed,2,560,825
n153,n890,33,Directed,2,560,825
n153,n891,27,Directed,1,560,825
n153,n958,70,Directed,2,560,825
n153,n966,66,Directed,2,560,825
n154,n1003,19,Directed,2,560,825
n154,n1084,28,Directed,2,560,825
n154,n1444,18,Directed,2,560,825
n154,n155,56,Directed,2,560,825
n154,n224,38,Directed,2,560,825
n154,n225,25,Directed,1,560,825
n154,n227,21,Directed,2,560,825
n154,n228,94,Directed,2,560,825
n154,n321,87,Directed,2,560,825
n154,n322,47,Directed,2,560,825
n154,n406,25,Directed,1,560,825
n154,n457,91,Directed,2,560,825
n154,n475,18,Directed,1,560,825
n154,n477,52,Directed,2,560,825
n154,n479,47,Directed,2,560,825
n154,n660,60,Directed,2,560,825
n154,n739,83,Directed,2,560,825
n154,n878,111,Directed,2,560,825
n154,n958,24,Directed,2,560,825
n154,n966,30,Directed,2,560,825
n1540,n1128,1,Directed,1,1190,1200
n1540,n1540,1,Directed,1,1190,1200
n155,n1012,20,Directed,2,560,825
n155,n1227,24,Directed,2,560,825
n155,n224,56,Directed,2,560,825
n155,n225,18,Directed,1,560,825
n155,n227,63,Directed,2,560,825
